alt_text,asset_id,credit,derivative_notes,download_date,focal,license,original_title,output_path,recommended_use,restrictions,rights_status,source_filename,source_page,source_sha256,source_site,source_type,source_url
Draper James shopfront on 12th Avenue South in the 12 South neighborhood.,12-south,Nashville Convention & Visitors Corp,Cropped/resized to 1800×1200. Downloaded 2026-08-06.,2026-08-06,center,,Draper James shop in 12South,public/media/neighborhoods/12-south.jpg,Neighborhood: 12-south,CVC Media Library / listing photography. Formal usage authorization still required. Do not invent a Creative Commons license.,pending-authorization,draper-james-shopping-12south.jpg,https://www.visitmusiccity.com/,d5ef9654acac112be9e764e60abdbc21722539f44f59d88538b907dca1d0b5c0,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/2025-02/draper-james-shopping-12south.jpg
Odie’s Bar exterior neon and patio overlooking Division Street in Midtown Nashville.,midtown,Nashville Convention & Visitors Corp,Cropped/resized to 1800×1200 from CVC listing original Odies_Venue_Main (exterior). Not Venue_1 interior or Convention_Stage. Downloaded 2026-08-06.,2026-08-06,center,,Odie’s Bar exterior overlooking Division Street,public/media/neighborhoods/midtown.jpg,Neighborhood: midtown,CVC listing photography. Formal usage authorization still required. Exterior image only for Midtown.,pending-authorization,Odies_Venue_Main.jpg,https://www.visitmusiccity.com/,c0b78f1d26f196d514586d76310206595c41d69ffb894a0d060e5ce36b541cad,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/listing_images/nashvilletn-Odies_Venue_Main_6212302A-86C5-4D22-9382DCAA08E0BBB3_50473b45-9d31-413b-9ea9c64449cfd34a_0.jpg
The Parthenon at Centennial Park along West End Avenue.,west-end,Nashville Convention & Visitors Corp,Cropped/resized to 1800×1200. Downloaded 2026-08-06.,2026-08-06,center,,Parthenon at Centennial Park,public/media/neighborhoods/west-end.jpg,Neighborhood: west-end,CVC Media Library / listing photography. Formal usage authorization still required. Do not invent a Creative Commons license.,pending-authorization,Parthenon-centennial-park.jpg,https://www.visitmusiccity.com/,45dbfc3f5c8294d7e11ac5687ffa7525e3678018c286ffcf77bb0f272c2084c9,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/2025-02/Parthenon-centennial-park.jpg
Music Row streetscape in Nashville.,music-row,Nashville Convention & Visitors Corp,Cropped/resized to 1800×1200. Downloaded 2026-08-06.,2026-08-06,center,,Music Row streetscape,public/media/neighborhoods/music-row.jpg,Neighborhood: music-row,CVC Media Library / listing photography. Formal usage authorization still required. Do not invent a Creative Commons license.,pending-authorization,MusicRow-2023-11.jpg,https://www.visitmusiccity.com/,60a6adb7bb8e7e987b5f8a99546d7f3430d22eefe42c9b632240f7e24e16715c,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/2025-02/MusicRow-2023-11.jpg
"The Bluebird Cafe exterior in Green Hills, Nashville.",green-hills,Nashville Convention & Visitors Corp,Cropped/resized to 1800×1200. Downloaded 2026-08-06.,2026-08-06,center,,Bluebird Cafe exterior,public/media/neighborhoods/green-hills.jpg,Neighborhood: green-hills,CVC Media Library / listing photography. Formal usage authorization still required. Do not invent a Creative Commons license.,pending-authorization,BluebirdCafe-Greenhills.jpg,https://www.visitmusiccity.com/,ee3004e65de2563f06e35dd259b87addb03bdda15201e1756de6dccd81b6c690,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/2025-02/BluebirdCafe-Greenhills.jpg
The Cascades Atrium inside Gaylord Opryland Resort in Nashville.,hotels,Antony-22,Cropped and resized to 1600×1067; no generative editing.,,center,CC BY-SA 4.0,,public/media/hubs/hotels.jpg,Hub: Hotels,Exact hotel image; can represent hotels broadly or Gaylord Opryland specifically. Attribution and license link required. Indicate crop/derivative. Share-alike applies where stated.,approved-open-license,,https://commons.wikimedia.org/wiki/File:Opryland_Hotel_2022g.jpg,9d5c70737d1aef99cea1c60a7ab13d74f73e547a199f38ccfda6a3dfda2ac5d0,Wikimedia Commons,Openly licensed Nashville photograph,https://commons.wikimedia.org/wiki/Special:Redirect/file/Opryland_Hotel_2022g.jpg
The Cascades Atrium at Gaylord Opryland Resort.,opryland,Antony-22,Cropped and resized to 1600×1067; no generative editing.,,center,CC BY-SA 4.0,,public/media/hubs/opryland.jpg,Hub: Opryland,Accurate Opryland image. Attribution and license link required. Indicate crop/derivative. Share-alike applies where stated.,approved-open-license,,https://commons.wikimedia.org/wiki/File:Opryland_Hotel_2022g.jpg,9d5c70737d1aef99cea1c60a7ab13d74f73e547a199f38ccfda6a3dfda2ac5d0,Wikimedia Commons,Openly licensed Nashville photograph,https://commons.wikimedia.org/wiki/Special:Redirect/file/Opryland_Hotel_2022g.jpg
Bird's-eye view of Nashville during daytime.,tours,Kelly,Cropped and resized to 1600×1067; no generative editing.,,center,Pexels License,,public/media/hubs/tours.jpg,Hub: Tours,Pexels License — free for commercial use; attribution not required; no endorsement implied. Listed for credits completeness.,approved-open-license,,https://www.pexels.com/photo/bird-s-eye-view-of-city-during-daytime-2833715/,55c9de9f8481e70cdd9db6a5bcb4820f3e946dd9d4c09ddf9b04b0cbdb2928c7,Pexels,Openly licensed Nashville photograph,https://www.pexels.com/photo/bird-s-eye-view-of-city-during-daytime-2833715/
The Grand Ole Opry House entrance and plaza.,grand-ole-opry-house,Antony-22,Cropped and resized to 1600×1067; no generative editing.,,center,CC BY-SA 4.0,,public/media/editorial/grand-ole-opry-house.jpg,Editorial: Grand Ole Opry and Music Valley,Exact attraction image. Attribution and license link required. Indicate crop/derivative. Share-alike applies where stated.,approved-open-license,,https://commons.wikimedia.org/wiki/File:Grand_Ole_Opry_House_2022a.jpg,e8b3ab2099f8f38e0c048043ee0fe5724a83178fee24ecbe78098afa1a7eba76,Wikimedia Commons,Openly licensed Nashville photograph,https://commons.wikimedia.org/wiki/Special:Redirect/file/Grand_Ole_Opry_House_2022a.jpg
The Cascades Atrium at Gaylord Opryland Resort.,opryland-atrium,Antony-22,Cropped and resized to 1600×1067; no generative editing.,,center,CC BY-SA 4.0,,public/media/editorial/opryland-atrium.jpg,Editorial: Opryland and hotel guides,Exact hotel image. Attribution and license link required. Indicate crop/derivative. Share-alike applies where stated.,approved-open-license,,https://commons.wikimedia.org/wiki/File:Opryland_Hotel_2022g.jpg,9d5c70737d1aef99cea1c60a7ab13d74f73e547a199f38ccfda6a3dfda2ac5d0,Wikimedia Commons,Openly licensed Nashville photograph,https://commons.wikimedia.org/wiki/Special:Redirect/file/Opryland_Hotel_2022g.jpg
The Parthenon in Centennial Park under a blue sky.,parthenon-west-end,Warren LeMay,Cropped and resized to 1600×1067; no generative editing.,,center,CC BY-SA 2.0,,public/media/editorial/parthenon-west-end.jpg,"Editorial: Parthenon, Centennial Park, West End",Exact attraction image. Attribution and license link required. Indicate crop/derivative. Share-alike applies where stated.,approved-open-license,,"https://commons.wikimedia.org/wiki/File:Nashville_Parthenon,_Centennial_Park,_West_End_Avenue,_Midtown,_Nashville,_TN_(54385063001).jpg",70a17a2e7efc8f22395ebf69dc9fb0ab54cb249885653c1742c7fa00fe4e4bc2,Wikimedia Commons,Openly licensed Nashville photograph,"https://commons.wikimedia.org/wiki/Special:Redirect/file/Nashville_Parthenon,_Centennial_Park,_West_End_Avenue,_Midtown,_Nashville,_TN_(54385063001).jpg"
RCA Studio B on Music Row.,music-row-studio-b,Cliff,Cropped and resized to 1600×1067; no generative editing.,,center,CC BY 2.0,,public/media/editorial/music-row-studio-b.jpg,Editorial: Music Row and recording history,Exact landmark image. Attribution and license link required. Indicate crop/derivative. Share-alike applies where stated.,approved-open-license,,https://commons.wikimedia.org/wiki/File:RCA_Studio_B_(1).jpg,8e6784d030469da6feca0818a7f93856032ae73db44ba5ec5263c1d5ac3d814f,Wikimedia Commons,Openly licensed Nashville photograph,https://commons.wikimedia.org/wiki/Special:Redirect/file/RCA_Studio_B_(1).jpg
Urban alleyway with iconic blues bar signs in Nashville.,printers-alley,Tatiana Bidon,Cropped and resized to 1600×1067; no generative editing.,,center,Pexels License,,public/media/editorial/printers-alley.jpg,Editorial: Printers Alley,Pexels License — free for commercial use; attribution not required; no endorsement implied. Listed for credits completeness.,approved-open-license,,https://www.pexels.com/photo/urban-alleyway-with-iconic-blues-bar-signs-29319087/,c8a624fdead871ea4ee307dabe9d59b59abd1ceab66849b2de5aa1cc9efdb5a7,Pexels,Openly licensed Nashville photograph,https://www.pexels.com/photo/urban-alleyway-with-iconic-blues-bar-signs-29319087/
View of Nashville at sunset.,skyline,Shane,Cropped and resized to 1600×1067; no generative editing.,,center,Pexels License,,public/media/editorial/skyline.jpg,Editorial: skyline,Pexels License — free for commercial use; attribution not required; no endorsement implied. Listed for credits completeness.,approved-open-license,,https://www.pexels.com/photo/view-of-a-city-at-sunset-4689068/,8da78d10c84b75b18c24250d434dcfde2533141ec14d2db36c527f580206575f,Pexels,Openly licensed Nashville photograph,https://www.pexels.com/photo/view-of-a-city-at-sunset-4689068/
Downtown Nashville at sunset above the Cumberland River and Korean Veterans Memorial Bridge.,nashroam-skyline-hero,Four Seasons Hotels and Resorts,Desktop crop 2400×1350; mobile crop 1400×1750 at 56% horizontal focal. No generative editing. Downloaded 2026-08-06.,2026-08-06,center,,Aerial view of downtown Nashville at sunset,public/media/hero/nashroam-skyline-hero.jpg,Homepage hero (desktop),Obtained from Four Seasons Nashville press DAM. Do not invent a public license. Formal usage authorization still required for production claims.,pending-authorization,NSH_146_original.jpg,https://press.fourseasons.com/,f4909418447fc5baafc3fe184b0ae3d32b671a91a7c09e70f2bc94e8a8cde3b5,Four Seasons Hotels and Resorts,Official hotel press library,https://press.fourseasons.com/content/dam/fourseasons/images/web/NSH/NSH_146_original.jpg
Downtown Nashville at sunset above the Cumberland River and Korean Veterans Memorial Bridge.,nashroam-skyline-hero-mobile,Four Seasons Hotels and Resorts,Portrait crop 1400×1750. Downloaded 2026-08-06.,2026-08-06,56% center,,Aerial view of downtown Nashville at sunset,public/media/hero/nashroam-skyline-hero-mobile.jpg,Homepage hero (mobile portrait crop),Same master as nashroam-skyline-hero. Formal usage authorization still required.,pending-authorization,NSH_146_original.jpg,https://press.fourseasons.com/,a82d17e68e11c06d30a21c70439ef34a78ef7d7245e77da570882297a088076a,Four Seasons Hotels and Resorts,Official hotel press library,https://press.fourseasons.com/content/dam/fourseasons/images/web/NSH/NSH_146_original.jpg
Rooftop terrace bar overlooking the Nashville skyline.,hotels-premium,Four Seasons Hotels and Resorts,Cropped/resized to 1800×1200. Downloaded 2026-08-06.,2026-08-06,center,,Rooftop terrace with a bar area and view of the city,public/media/hubs/hotels-premium.jpg,Homepage hub: Hotels,Four Seasons press asset. Not Gaylord Opryland. Formal usage authorization still required.,pending-authorization,NSH_490_original.jpg,https://press.fourseasons.com/,725ff51d05e1e97c518e2db0b6fa21e2da78d60218104b9b765035bd6e11cf66,Four Seasons Hotels and Resorts,Official hotel press library,https://press.fourseasons.com/content/dam/fourseasons/images/web/NSH/NSH_490_original.jpg
The cocktail bar at Twelve Thirty Club in Nashville.,restaurants-premium,Nashville Convention & Visitors Corp,Cropped/resized to 1800×1200. Downloaded 2026-08-06.,2026-08-06,center,,Twelve Thirty Club cocktail bar,public/media/hubs/restaurants-premium.jpg,Homepage hub: Restaurants,CVC Media Library asset. Formal usage authorization still required. Do not invent a Creative Commons license.,pending-authorization,Twelve-Thirty-Club-bar.jpg,https://www.visitmusiccity.com/,128c8b70dd86f2a6077496e6134e6312ef97036028b1af4194c9a77679690a64,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/2025-02/Twelve-Thirty-Club-bar.jpg
Cassadee Pope performing at the Ryman Auditorium.,live-music-premium,Nashville Convention & Visitors Corp,Cropped/resized to 1800×1200. Downloaded 2026-08-06.,2026-08-06,center,,Cassadee Pope at Ryman,public/media/hubs/live-music-premium.jpg,Homepage hub: Live Music,CVC Media Library asset. Formal usage authorization still required.,pending-authorization,cassadee-pope-ryman.jpg,https://www.visitmusiccity.com/,6c6e57ac2bf1e0bd8164902fe2b3ff8863af92bcdda004ba5f46420956318bc2,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/2025-02/cassadee-pope-ryman.jpg
A Gray Line tour bus parked in front of the Parthenon in Centennial Park.,things-to-do-premium,Nashville Convention & Visitors Corp,Cropped/resized to 1800×1200. Downloaded 2026-08-06.,2026-08-06,center,,Gray Line Bus in front of Parthenon,public/media/hubs/things-to-do-premium.jpg,Homepage hub: Things to Do,CVC Media Library asset. Formal usage authorization still required.,pending-authorization,gray-line-parthenon-transportation-bus.jpg,https://www.visitmusiccity.com/,24935d8cf2c33b5e35ce3d81ea1a6ec78d962e1ca08ed401621a6af2266c7b54,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/2025-02/gray-line-parthenon-transportation-bus.jpg
People dancing outdoors at a Musicians Corner concert in Nashville.,events-premium,Nashville Convention & Visitors Corp,Cropped/resized to 1800×1200. Downloaded 2026-08-06.,2026-08-06,center,,Dancing at Musicians Corner Concert,public/media/hubs/events-premium.jpg,Homepage hub: Events,CVC Media Library asset. Formal usage authorization still required.,pending-authorization,musicians-corner-concert-dancing-outdoors.jpg,https://www.visitmusiccity.com/,3fd2881db40ef36eac2fc3cf2e32b40afb32b859cf788998c67930a1e269e28b,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/2025-02/musicians-corner-concert-dancing-outdoors.jpg
Nashville skyline seen from a pedestrian bridge.,trip-planner-premium,Nashville Convention & Visitors Corp,Cropped/resized to 1800×1200. Downloaded 2026-08-06.,2026-08-06,center,,Skyline bridge,public/media/hubs/trip-planner-premium.jpg,Homepage hub: Trip Planner,CVC Media Library asset. Formal usage authorization still required.,pending-authorization,Skyline-bridge-view.jpg,https://www.visitmusiccity.com/,243d988829213d793fa57f54c86c3dea2f8605f4ae697491b756a249e684bc17,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/2025-02/Skyline-bridge-view.jpg
Aerial view of the downtown Nashville skyline.,guide-first-time-visitors,Nashville Convention & Visitors Corp,Cropped/resized to 2000×1250. Downloaded 2026-08-06.,2026-08-06,center,,Downtown Nashville skyline,public/media/guides/first-time-visitors.jpg,Guide: Nashville for First-Time Visitors,CVC Media Library asset. Formal usage authorization still required.,pending-authorization,Downtown-Aerial-skyline.jpg,https://www.visitmusiccity.com/,59beca3f779d4f7da0199eb7b8c5a91fea4ddc4c9b209e6e127c29932cef1f7b,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/2025-02/Downtown-Aerial-skyline.jpg
The lobby of the Hermitage Hotel in downtown Nashville.,guide-where-to-stay,Nashville Convention & Visitors Corp,Cropped/resized to 2000×1250. Downloaded 2026-08-06.,2026-08-06,center,,Hermitage Hotel lobby,public/media/guides/where-to-stay.jpg,Guide: Where to Stay in Nashville,CVC Media Library asset. Not Gaylord Opryland atrium. Formal usage authorization still required.,pending-authorization,hermitage-hotel-lobby_1.jpg,https://www.visitmusiccity.com/,e26733769810ec347bbad5a796c3621cb0f013271ed6278189d40780073a22f5,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/2025-02/hermitage-hotel-lobby_1.jpg
Three guests dining on a rooftop terrace overlooking Nashville.,guide-weekend-itinerary,Four Seasons Hotels and Resorts,Portrait master center-cropped to 2000×1250. Downloaded 2026-08-06.,2026-08-06,center,,Three guests on a rooftop terrace enjoying a meal,public/media/guides/weekend-itinerary.jpg,Guide: A Nashville Weekend Itinerary,Four Seasons press asset. Formal usage authorization still required.,pending-authorization,NSH_457_original.jpg,https://press.fourseasons.com/,54a152c0ca544ed8416cf2533b9649e62dbe0e15cdc5157e5f710301227943f7,Four Seasons Hotels and Resorts,Official hotel press library,https://press.fourseasons.com/content/dam/fourseasons/images/web/NSH/NSH_457_original.jpg
A live concert crowd in Nashville.,trending-live-tonight,Nashville Convention & Visitors Corp,Cropped/resized to 1800×1200. Downloaded 2026-08-06.,2026-08-06,center,,Concert in Nashville,public/media/trending/live-tonight.jpg,Homepage trending: Who’s Playing Tonight,CVC Media Library asset. Formal usage authorization still required.,pending-authorization,nashville-concert-upcoming-events.jpg,https://www.visitmusiccity.com/,de6ca181ed385be54e7b7928e1885f66afbc32448366dd6297b728ad766eb37a,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/2025-02/nashville-concert-upcoming-events.jpg
Aerial view of the Tennessee State Capitol and downtown Nashville skyline with green parkland.,trending-weekender,Nashville Convention & Visitors Corp,Cropped/resized to 1800×1200. Downloaded 2026-08-06.,2026-08-06,center,,State Capitol skyline green aerial,public/media/trending/weekender.jpg,Homepage trending: Nashville Weekender,CVC Media Library asset. Formal usage authorization still required.,pending-authorization,state-capitol-skyline-green-aerial.jpg,https://www.visitmusiccity.com/,24409331f9fe4b212d696b6f166350763fac5f8108df79bf74b7f6655d3539c5,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/2025-02/state-capitol-skyline-green-aerial.jpg
"Sylvan Supply storefront in Sylvan Park, Nashville.",sylvan-park,Nashville Convention & Visitors Corp,Cropped/resized to 1800×1200. Downloaded 2026-08-06.,2026-08-06,center,,Sylvan Supply,public/media/neighborhoods/sylvan-park.jpg,Neighborhood: sylvan-park,CVC Media Library / listing photography. Formal usage authorization still required. Do not invent a Creative Commons license.,pending-authorization,2023-SylvanSupply-SylvanPark-(8)-3299x2200-d358ddc.jpg,https://www.visitmusiccity.com/,c9be8b36528dac45c50a4757240ed7e022ea751c7b6d3ad1459331a8543a1658,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/2025-02/2023-SylvanSupply-SylvanPark-(8)-3299x2200-d358ddc.jpg
The illuminated Country Music Hall of Fame and Museum in downtown Nashville with the Omni Nashville Hotel behind it.,attraction-country-music-hall-of-fame,The Country Music Hall Of Fame and Museum,4:3 cover crop; WebP 640/960/1333 (native max; official download is 1500×1000). No upscaling. Downloaded 2026-08-06.,2026-08-06,center,,"Exterior, night photo of the Country Music Hall of Fame and Museum with the Omni Hotel in the background.",public/media/attractions/country-music-hall-of-fame-1600.webp,Attraction card: Country Music Hall of Fame and Museum,Official group marketing kit DOWNLOAD asset. Credit required as stated by CMHOF. Formal usage confirmation still required for commercial destination publishing.,pending-authorization,398202162-museum-buyout.jpg,https://www.countrymusichalloffame.org/plan-your-visit/group-tours/group-marketing-kit,65c38bdaba9a1a2c5b7426816b976da322d9e2c97ae80ce4f7af4b95a1aaaf92,Country Music Hall of Fame and Museum,Official institution media kit,https://cmhof.imgix.net/wp-content/uploads/2022/05/27151223/398202162-museum-buyout.jpg
The illuminated Parthenon reflected across Lake Watauga in Nashville’s Centennial Park at blue hour.,attraction-parthenon,Sterling E. Stevens,4:3 cover crop from 1920×1280 reference master; WebP 640/960/1600. No upscaling. Downloaded 2026-08-06.,2026-08-06,center,,Parthenon blue-hour exterior reflected across Lake Watauga,public/media/attractions/parthenon-1600.webp,Attraction card: The Parthenon,Authorized Parthenon / Conservancy file requested. Do not substitute Wikimedia or stock. Formal usage authorization still required.,pending-authorization,Sterling-E-Stevensparthenon-110-(3).jpg,https://www.nashvilleparthenon.com/,2f630d3f72091d0342205801ef2ecf56508e12660feb027938dd6844160945b1,The Parthenon / Centennial Park Conservancy,Official institution photography,https://images.squarespace-cdn.com/content/v1/5e305abfabc0e4424fd1454a/5fbd701c-b940-4adb-b0a1-6fb66eb7fdd1/Sterling-E-Stevensparthenon-110-%283%29.jpg
Visitors dining inside the Nashville Farmers’ Market Market House.,attraction-nashville-farmers-market,Nashville Convention & Visitors Corp,4:3 cover crop from 1618×1080 original; WebP 640/960/1440. No upscaling. Downloaded 2026-08-06.,2026-08-06,center,,People eat at tables in a large indoor dining area at the Nashville Farmers’ Market,public/media/attractions/nashville-farmers-market-1600.webp,Attraction card: Nashville Farmers’ Market,CVC listing original (not listing_slide_small). Formal usage authorization still required.,pending-authorization,nashvilletn-3885_Farmers-Market-interior_36cada9a-5056-b3a8-4973de94ab1c1b2b_0.jpg,https://www.visitmusiccity.com/nashville-businesses/nashville-farmers-market/7531,5352d0f88d1006fb05daae997eaef8905032593259863addf592647914165677,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/listing_images/nashvilletn-3885_Farmers-Market-interior_36cada9a-5056-b3a8-4973de94ab1c1b2b_0.jpg
A visitor walking a wooded trail at Shelby Bottoms Greenway in East Nashville.,attraction-shelby-bottoms-greenway,James Fullerton / Metro Nashville Parks,4:3 cover crop from 739×492 published file; WebP largest native 656×492 written to -1600 slot. No upscaling. Downloaded 2026-08-06.,2026-08-06,center,,Shelby Bottoms trail in autumn,public/media/attractions/shelby-bottoms-greenway-1600.webp,Attraction card: Shelby Bottoms Greenway,Published Nashville.gov file is only 739×492. Larger approved original still needed from Metro Parks. Do not upscale. Written authorization required before treating as fully cleared.,pending-authorization,3-Hiking_and_Trails1_photobyJamesFullerton.jpg,https://www.nashville.gov/departments/parks/outdoor-recreation/hiking-trails,dc055eb12d006a727fba9d666059a18ca70a577f701b7ebde4a7a38700bc6b36,Metro Nashville Parks,Municipal parks photography,https://www.nashville.gov/sites/default/files/2025-10/3-Hiking_and_Trails1_photobyJamesFullerton.jpg
Visitors posing together on the historic stage during a Ryman Auditorium tour.,attraction-ryman-auditorium-tour,Ryman Auditorium,4:3 cover crop from 1600×1000 official asset; WebP 640/960/1333. No upscaling. Downloaded 2026-08-06.,2026-08-06,center,,Ryman group-tour header on the historic stage,public/media/attractions/ryman-auditorium-tour-1600.webp,Attraction card: Ryman Auditorium Tour,Official Ryman tour marketing image. Contact Ryman communications for a larger original if needed. Formal usage authorization still required.,pending-authorization,RYM_Website_Tour_Header-v5-cafe7f59ac.jpg,https://www.ryman.com/tours/group-tours,3e052633b6b91a2a0e88dd531836b2e8434ca75dc121d36b10f4407b4f08afec,Ryman Auditorium,Official venue photography,https://www.ryman.com/assets/img/RYM_Website_Tour_Header-v5-cafe7f59ac.jpg
Two visitors viewing a circular glass sculpture inside the Frist Art Museum.,attraction-frist-art-museum,Nashville Convention & Visitors Corp,4:3 cover crop from 1620×1080 original; WebP 640/960/1440. No upscaling. Downloaded 2026-08-06.,2026-08-06,center,,Couple looking at a round glass sculpture,public/media/attractions/frist-art-museum-1600.webp,Attraction card: Frist Art Museum,CVC listing original (not listing_slide_small). Formal usage authorization still required.,pending-authorization,nashvilletn-couple-at-Eversley-in-LSS_CC0C9408-E9CA-457E-BB626443959CB64B_a69649ae-cf14-4a68-80b5aa8c7610fc28_0.jpg,https://www.visitmusiccity.com/nashville-businesses/frist-art-museum/4973,dcd61d48ee74e4afa2d0ea2d0ccd2b9eb6b428b864a17b1bb89e7eec21d43660,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/listing_images/nashvilletn-couple-at-Eversley-in-LSS_CC0C9408-E9CA-457E-BB626443959CB64B_a69649ae-cf14-4a68-80b5aa8c7610fc28_0.jpg
The historic Cheekwood mansion surrounded by its landscaped gardens in Nashville.,attraction-cheekwood-estate-gardens,Nashville Convention & Visitors Corp,4:3 cover crop from 1619×1080 original; WebP 640/960/1440 (1600-slot recompressed ~q70 to stay under ~400KB). No upscaling. Downloaded 2026-08-06.,2026-08-06,center,,Cheekwood historic mansion and summer gardens,public/media/attractions/cheekwood-estate-gardens-1600.webp,Attraction card: Cheekwood Estate & Gardens,CVC listing original (not listing_slide_small). Formal usage authorization still required.,pending-authorization,nashvilletn-4562_cheekwood5_6c748220-5056-b3a8-494c3ba7bf4e7479_0.jpg,https://www.visitmusiccity.com/nashville-businesses/cheekwood-estate-gardens/7600,14ea5972cb47cbde9e6372ebf48e68e54a037c29ae859802e71f3e90ccdc7c18,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/listing_images/nashvilletn-4562_cheekwood5_6c748220-5056-b3a8-494c3ba7bf4e7479_0.jpg
The National Museum of African American Music entrance at Fifth + Broadway in downtown Nashville.,attraction-nmaam,National Museum of African American Music,4:3 cover crop from 1300×731 source; WebP largest native 975×731 written to -1600 slot. No upscaling. Downloaded 2026-08-06.,2026-08-06,center,,NMAAM entrance at Fifth + Broadway,public/media/attractions/nmaam-1600.webp,Attraction card: National Museum of African American Music,Exact homepage hero composition. Published file is 1300×731; request higher-resolution original via NMAAM Media Requests if needed. Formal usage authorization still required.,pending-authorization,hero-video-thumbnail.jpg,https://www.nmaam.org/,b4b366a587907d9a06c5604ba5ee4acbf0af97f3a3b767acc23ab0cf308b806c,National Museum of African American Music,Official institution photography,https://www.nmaam.org/wp-content/uploads/2025/06/hero-video-thumbnail.jpg
A packed audience watches a live performance inside Nashville's historic Ryman Auditorium.,venue-ryman-auditorium,Ryman Auditorium / official Ryman media,3:2 center crop from official 648x431 master to 646x431; WebP slots 640/646/646 (named 640/960/1600). No upscaling. Downloaded 2026-08-06.,2026-08-06,center,,Ryman Live Show 2,public/media/venues/ryman-auditorium-1600.webp,Venue card: Ryman Auditorium,Official Ryman media from Catch a Show section of Nashville's Best Music Museum article. Replaces prior CVC empty-stage spotlight selection. Fastly IO reports origin master idim=648x431; no larger public original found for this exact filename. Do not upscale.,pending-authorization,Ryman-Live-Show-2.jpg,https://www.ryman.com/story/nashville-8217-s-best-music-museum,000b6005e7242b03045bfbd863091262e0ec82f63e309e34bdc4070bada5fbd6,Ryman Auditorium,Official venue website,https://www.ryman.com/wp-content/uploads/2022/01/Ryman-Live-Show-2.jpg
The Station Inn bluegrass venue in the Gulch surrounded by newer Nashville development.,venue-station-inn,Nashville Convention & Visitors Corp,3:2 cover crop from 3300×2200 original; WebP 640/960/1600. No upscaling. Downloaded 2026-08-06.,2026-08-06,center,,Station Inn,public/media/venues/station-inn-1600.webp,Venue card: Station Inn,CVC Media Library original (not featured_promo derivative). Formal usage authorization still required.,pending-authorization,Station-Inn.jpg,https://www.visitmusiccity.com/,97e3523eb55fe0f97c4e05fd498f7d34b9cb9c0ca71acb94dcf26ac7b9cb2c00,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/2025-02/Station-Inn.jpg
Songwriters performing in the round for an intimate audience at The Bluebird Cafe in Nashville.,venue-bluebird-cafe,Nashville Convention & Visitors Corp,3:2 cover crop from 2000×1333 original; WebP 640/960/1600. No upscaling. Downloaded 2026-08-06.,2026-08-06,center,,Songwriters performing at The Bluebird Cafe,public/media/venues/bluebird-cafe-1600.webp,Venue card: Bluebird Cafe,CVC Media Library original (not list_item_desktop derivative). Formal usage authorization still required.,pending-authorization,bluebird-cafe-nightlife.jpg,https://www.visitmusiccity.com/,074940faf038006e32f53e67943f327b9d7b77c541ed29f2bef13f7ea4fdc17d,Nashville Convention & Visitors Corp,Destination marketing organization media library,https://www.visitmusiccity.com/sites/default/files/2025-02/bluebird-cafe-nightlife.jpg
